epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5610.76,0.60238,0.32392,0.85229,0.97737,0.93223,0.96641,0.81356,0.51219,0.26701,0.84819,0.000575458,0.000575458,0.000575458
183,5642.35,0.59259,0.31543,0.85044,0.98047,0.92819,0.96737,0.81056,0.50839,0.26406,0.85024,0.000570743,0.000570743,0.000570743
184,5672.98,0.59219,0.31072,0.85162,0.97639,0.93174,0.96454,0.81132,0.50893,0.2667,0.85123,0.000566027,0.000566027,0.000566027
185,5703.38,0.58386,0.30935,0.85387,0.97152,0.93786,0.96367,0.80469,0.5185,0.27022,0.85302,0.000561311,0.000561311,0.000561311
186,5734.02,0.60636,0.32131,0.85257,0.95358,0.94307,0.96054,0.79939,0.51574,0.26924,0.84907,0.000556595,0.000556595,0.000556595
187,5763.97,0.58677,0.31093,0.8509,0.96362,0.94542,0.96248,0.80791,0.50548,0.26615,0.8478,0.00055188,0.00055188,0.00055188
188,5794.19,0.60114,0.32009,0.85336,0.9794,0.91755,0.96169,0.81009,0.50209,0.26035,0.84919,0.000547164,0.000547164,0.000547164
189,5825.22,0.58785,0.31178,0.85084,0.97006,0.93349,0.95962,0.81133,0.4954,0.26506,0.84688,0.000542448,0.000542448,0.000542448
190,5856.17,0.58065,0.30567,0.84658,0.97426,0.91369,0.95537,0.81801,0.49507,0.25889,0.85128,0.000537733,0.000537733,0.000537733
191,5886.87,0.58957,0.3157,0.85183,0.97351,0.9255,0.96124,0.81416,0.49505,0.25755,0.84823,0.000533017,0.000533017,0.000533017
192,5916.83,0.59744,0.31391,0.85254,0.96416,0.94192,0.96681,0.81851,0.48756,0.25876,0.84802,0.000528301,0.000528301,0.000528301
193,5948.97,0.59318,0.31877,0.8521,0.96852,0.93793,0.96579,0.81549,0.49888,0.2628,0.84784,0.000523586,0.000523586,0.000523586
194,5979.41,0.5835,0.30714,0.84838,0.97334,0.93164,0.96665,0.82342,0.48788,0.25336,0.84308,0.00051887,0.00051887,0.00051887
195,6012.61,0.56729,0.30132,0.84604,0.97808,0.93949,0.96848,0.81767,0.49389,0.25333,0.84658,0.000514154,0.000514154,0.000514154
196,6043.07,0.56443,0.30419,0.8528,0.97878,0.93999,0.96594,0.81434,0.49002,0.25724,0.84605,0.000509438,0.000509438,0.000509438
197,6073.18,0.57094,0.30674,0.84714,0.96993,0.9388,0.9618,0.81553,0.49431,0.25947,0.84674,0.000504723,0.000504723,0.000504723
198,6103.42,0.57676,0.29924,0.84814,0.98138,0.93036,0.95742,0.81746,0.48754,0.25793,0.84597,0.000500007,0.000500007,0.000500007
199,6133.8,0.57156,0.30379,0.84556,0.97425,0.9356,0.95937,0.8157,0.49236,0.25605,0.84501,0.000495291,0.000495291,0.000495291
200,6164.36,0.57812,0.30669,0.84414,0.97701,0.92446,0.96056,0.81849,0.4883,0.25456,0.84454,0.000490576,0.000490576,0.000490576
201,6195.97,0.56728,0.30385,0.84755,0.9724,0.92853,0.96019,0.81495,0.48984,0.25322,0.84611,0.00048586,0.00048586,0.00048586
202,6226.86,0.55906,0.29599,0.84837,0.97958,0.92896,0.95978,0.81504,0.48733,0.25622,0.84145,0.000481144,0.000481144,0.000481144
203,6257.06,0.58763,0.30773,0.84189,0.97455,0.93351,0.95701,0.8192,0.4833,0.25508,0.84339,0.000476429,0.000476429,0.000476429
204,6287.49,0.56609,0.30104,0.84301,0.97897,0.93033,0.9569,0.81783,0.47567,0.2487,0.84402,0.000471713,0.000471713,0.000471713
205,6317.9,0.56895,0.3026,0.84225,0.98614,0.93652,0.96201,0.8209,0.48017,0.25273,0.84784,0.000466997,0.000466997,0.000466997
206,6349.17,0.57259,0.30666,0.84128,0.98244,0.93164,0.95643,0.81542,0.47195,0.2511,0.84356,0.000462281,0.000462281,0.000462281
207,6380.79,0.56413,0.3044,0.84709,0.98258,0.92687,0.95764,0.81583,0.46679,0.24752,0.84215,0.000457566,0.000457566,0.000457566
208,6410.98,0.553,0.2985,0.84729,0.9842,0.92518,0.96014,0.823,0.47135,0.24962,0.84049,0.00045285,0.00045285,0.00045285
209,6441.14,0.55913,0.29543,0.84189,0.98121,0.93414,0.96105,0.82746,0.47064,0.25113,0.83982,0.000448134,0.000448134,0.000448134
210,6473.99,0.5526,0.29597,0.83916,0.9773,0.93905,0.96597,0.82913,0.46384,0.2466,0.83894,0.000443419,0.000443419,0.000443419
211,6507.23,0.56173,0.30138,0.84172,0.96452,0.93604,0.95921,0.82021,0.4654,0.24965,0.83912,0.000438703,0.000438703,0.000438703
212,6538.12,0.55739,0.29874,0.84233,0.96738,0.94897,0.96231,0.82638,0.46256,0.24499,0.84126,0.000433987,0.000433987,0.000433987
213,6568.63,0.5449,0.29363,0.83968,0.96995,0.94156,0.96323,0.82384,0.45734,0.24393,0.84024,0.000429272,0.000429272,0.000429272
214,6599.86,0.53834,0.28871,0.83795,0.96768,0.92653,0.96354,0.82919,0.46025,0.24656,0.83909,0.000424556,0.000424556,0.000424556
215,6632.65,0.55061,0.29293,0.84426,0.98354,0.93196,0.96416,0.83113,0.45744,0.24353,0.83514,0.00041984,0.00041984,0.00041984
216,6665.48,0.55015,0.29154,0.84022,0.97968,0.93256,0.96166,0.82035,0.46843,0.24982,0.83861,0.000415124,0.000415124,0.000415124
217,6697.06,0.54846,0.29698,0.84009,0.96781,0.93792,0.96145,0.82108,0.45852,0.24688,0.83614,0.000410409,0.000410409,0.000410409
218,6726.94,0.55906,0.29553,0.84426,0.97165,0.93177,0.96221,0.82216,0.45536,0.24484,0.83762,0.000405693,0.000405693,0.000405693
219,6758.5,0.5383,0.28816,0.83427,0.96981,0.93071,0.9649,0.83386,0.45525,0.24332,0.83798,0.000400977,0.000400977,0.000400977
220,6791.23,0.53544,0.28825,0.84043,0.96833,0.94052,0.96651,0.83083,0.45607,0.24684,0.83649,0.000396262,0.000396262,0.000396262
221,6821.88,0.52677,0.28531,0.83592,0.98103,0.94003,0.96335,0.83464,0.45112,0.24422,0.83673,0.000391546,0.000391546,0.000391546
222,6854.77,0.53551,0.29007,0.83393,0.97768,0.93319,0.96638,0.83274,0.45172,0.24444,0.83664,0.00038683,0.00038683,0.00038683
223,6885.31,0.5187,0.27998,0.83478,0.97648,0.93045,0.96596,0.83394,0.45329,0.2424,0.8331,0.000382115,0.000382115,0.000382115
224,6915.53,0.53185,0.28659,0.83738,0.97973,0.92222,0.96225,0.83502,0.44627,0.24442,0.83037,0.000377399,0.000377399,0.000377399
225,6947.38,0.53676,0.2926,0.84036,0.97917,0.92762,0.95663,0.8251,0.45398,0.2462,0.83387,0.000372683,0.000372683,0.000372683
226,6977.99,0.53448,0.28994,0.83726,0.9782,0.93215,0.96168,0.82694,0.44852,0.24503,0.83372,0.000367967,0.000367967,0.000367967
227,7009.05,0.53146,0.28903,0.83101,0.97928,0.93661,0.9662,0.83791,0.45019,0.24577,0.83705,0.000363252,0.000363252,0.000363252
228,7040.71,0.52573,0.27888,0.8389,0.97205,0.93326,0.96249,0.83072,0.44679,0.24249,0.83653,0.000358536,0.000358536,0.000358536
229,7071.3,0.52168,0.2828,0.8377,0.97626,0.93278,0.96503,0.83721,0.44667,0.24198,0.8351,0.00035382,0.00035382,0.00035382
230,7101.65,0.53004,0.28528,0.83436,0.98369,0.92693,0.96599,0.83787,0.4479,0.24014,0.83612,0.000349105,0.000349105,0.000349105
231,7132.63,0.54,0.288,0.8347,0.98052,0.93018,0.96227,0.8321,0.43987,0.241,0.83412,0.000344389,0.000344389,0.000344389
232,7163.92,0.51863,0.27868,0.83349,0.97934,0.93186,0.95946,0.83608,0.43809,0.23852,0.83324,0.000339673,0.000339673,0.000339673
233,7193.92,0.54164,0.28747,0.83767,0.97993,0.92696,0.96202,0.83664,0.43586,0.23812,0.83356,0.000334958,0.000334958,0.000334958
234,7224.03,0.51172,0.27524,0.83143,0.97861,0.9313,0.96849,0.8435,0.4384,0.23853,0.83492,0.000330242,0.000330242,0.000330242
235,7256.37,0.52473,0.28413,0.83796,0.97963,0.93235,0.96214,0.83984,0.44274,0.24351,0.83527,0.000325526,0.000325526,0.000325526
236,7287.45,0.50986,0.27401,0.82959,0.97522,0.92518,0.96173,0.84331,0.43612,0.24023,0.83243,0.00032081,0.00032081,0.00032081
237,7317.65,0.50886,0.27802,0.83913,0.97722,0.93313,0.96107,0.84174,0.43447,0.23905,0.83113,0.000316095,0.000316095,0.000316095
238,7347.83,0.5033,0.27857,0.83392,0.9758,0.93191,0.95736,0.83702,0.43841,0.23751,0.83112,0.000311379,0.000311379,0.000311379
239,7377.61,0.50936,0.28026,0.83441,0.97767,0.93242,0.95683,0.83631,0.4318,0.23783,0.83143,0.000306663,0.000306663,0.000306663
240,7407.45,0.50328,0.27405,0.82932,0.98162,0.92982,0.96,0.84232,0.42811,0.23659,0.82959,0.000301948,0.000301948,0.000301948
241,7438.71,0.50651,0.27457,0.83529,0.97691,0.93105,0.96309,0.84258,0.43043,0.23634,0.83208,0.000297232,0.000297232,0.000297232
242,7469.08,0.51149,0.27361,0.83285,0.97534,0.92771,0.96279,0.84517,0.42812,0.23285,0.83243,0.000292516,0.000292516,0.000292516
243,7501.01,0.49207,0.2724,0.83289,0.9774,0.93376,0.96304,0.84123,0.43186,0.23489,0.83412,0.000287801,0.000287801,0.000287801
244,7531.29,0.50078,0.27298,0.82953,0.97649,0.93191,0.96255,0.83848,0.42721,0.23307,0.83197,0.000283085,0.000283085,0.000283085
245,7562.34,0.5079,0.27579,0.83232,0.97867,0.93436,0.96377,0.8415,0.42817,0.23351,0.83014,0.000278369,0.000278369,0.000278369
246,7593.75,0.50698,0.27527,0.83252,0.97862,0.93873,0.96471,0.83939,0.42657,0.23081,0.82999,0.000273654,0.000273654,0.000273654
247,7623.79,0.49481,0.27289,0.83005,0.98236,0.93479,0.96767,0.84595,0.42678,0.22874,0.82978,0.000268938,0.000268938,0.000268938
248,7655.73,0.50387,0.27356,0.83146,0.98405,0.93292,0.96264,0.84073,0.42776,0.22989,0.82979,0.000264222,0.000264222,0.000264222
249,7686.1,0.49718,0.267,0.83267,0.97732,0.93506,0.9556,0.83574,0.42402,0.23226,0.82987,0.000259506,0.000259506,0.000259506
250,7716.94,0.50581,0.27219,0.82695,0.97902,0.93324,0.95944,0.83664,0.42296,0.22995,0.82796,0.000254791,0.000254791,0.000254791
251,7747.71,0.49409,0.27066,0.82704,0.98096,0.93178,0.95991,0.83807,0.41756,0.22891,0.82736,0.000250075,0.000250075,0.000250075
252,7777.63,0.51429,0.27769,0.83242,0.97968,0.93912,0.96184,0.83945,0.41962,0.22939,0.82825,0.000245359,0.000245359,0.000245359
253,7807.99,0.50141,0.27116,0.82763,0.97684,0.93557,0.9614,0.84588,0.41547,0.22782,0.82794,0.000240644,0.000240644,0.000240644
254,7838.62,0.50761,0.27088,0.83043,0.97924,0.93265,0.95598,0.83933,0.41518,0.23086,0.8295,0.000235928,0.000235928,0.000235928
255,7870.21,0.50052,0.26946,0.82974,0.98131,0.93536,0.96122,0.84432,0.41524,0.2266,0.82828,0.000231212,0.000231212,0.000231212
256,7900.94,0.49131,0.26581,0.82363,0.97824,0.93326,0.96177,0.84854,0.41337,0.2289,0.82818,0.000226497,0.000226497,0.000226497
257,7933.36,0.49546,0.27017,0.83856,0.97882,0.93344,0.96258,0.84777,0.41586,0.22863,0.82948,0.000221781,0.000221781,0.000221781
258,7963.55,0.48757,0.2643,0.83019,0.97663,0.93552,0.96207,0.84528,0.41973,0.22992,0.82986,0.000217065,0.000217065,0.000217065
259,7995.29,0.48904,0.27002,0.82621,0.97893,0.93104,0.96171,0.84885,0.418,0.22789,0.83041,0.000212349,0.000212349,0.000212349
260,8027.41,0.48833,0.26488,0.82902,0.97856,0.93282,0.96173,0.8437,0.41464,0.22825,0.83012,0.000207634,0.000207634,0.000207634
261,8058.93,0.47955,0.26546,0.82826,0.98104,0.93315,0.96418,0.8461,0.41641,0.22457,0.82765,0.000202918,0.000202918,0.000202918
262,8088.59,0.50029,0.26899,0.82762,0.98088,0.93185,0.96212,0.84404,0.41088,0.22501,0.82701,0.000198202,0.000198202,0.000198202
263,8120.08,0.49272,0.264,0.82673,0.98117,0.92989,0.96202,0.84488,0.41056,0.22356,0.82728,0.000193487,0.000193487,0.000193487
264,8150.35,0.48377,0.26176,0.82887,0.98177,0.9274,0.96647,0.85225,0.40686,0.22152,0.82516,0.000188771,0.000188771,0.000188771
265,8182.88,0.48898,0.26647,0.82694,0.97858,0.93391,0.96731,0.85755,0.40487,0.22116,0.82502,0.000184055,0.000184055,0.000184055
266,8215.37,0.47781,0.26252,0.8236,0.97958,0.9314,0.96696,0.85388,0.40436,0.2218,0.82715,0.00017934,0.00017934,0.00017934
267,8246.73,0.47454,0.25689,0.82491,0.96932,0.93981,0.96499,0.84779,0.40274,0.22134,0.82774,0.000174624,0.000174624,0.000174624
268,8276.67,0.48493,0.26392,0.82668,0.97808,0.93354,0.96302,0.84952,0.40442,0.22256,0.8275,0.000169908,0.000169908,0.000169908
269,8307.21,0.47019,0.25845,0.82523,0.98462,0.92542,0.96437,0.851,0.40296,0.22048,0.82701,0.000165192,0.000165192,0.000165192
270,8338.52,0.48746,0.26241,0.82684,0.97843,0.93003,0.96448,0.8513,0.40164,0.22106,0.82672,0.000160477,0.000160477,0.000160477
271,8369.11,0.47451,0.26229,0.82451,0.96461,0.94821,0.96368,0.84885,0.4043,0.221,0.82706,0.000155761,0.000155761,0.000155761
272,8400.15,0.47121,0.25726,0.8257,0.9808,0.92849,0.96432,0.84899,0.40289,0.22242,0.82738,0.000151045,0.000151045,0.000151045
273,8431.65,0.47299,0.25774,0.82718,0.98023,0.92945,0.96453,0.85172,0.40074,0.22111,0.82611,0.00014633,0.00014633,0.00014633
274,8463.63,0.47451,0.26208,0.82835,0.98095,0.93083,0.96308,0.85198,0.40408,0.22291,0.82795,0.000141614,0.000141614,0.000141614
275,8495.94,0.47636,0.26008,0.82162,0.9763,0.93453,0.96551,0.84738,0.40122,0.22046,0.82636,0.000136898,0.000136898,0.000136898
276,8526.29,0.46652,0.25473,0.81881,0.97825,0.9318,0.9641,0.84975,0.39746,0.2211,0.8255,0.000132183,0.000132183,0.000132183
277,8557.29,0.47538,0.2663,0.8309,0.97889,0.93034,0.96561,0.85236,0.39564,0.21885,0.82515,0.000127467,0.000127467,0.000127467
278,8587.88,0.4608,0.25605,0.82598,0.97925,0.93028,0.96446,0.84999,0.39672,0.21969,0.82677,0.000122751,0.000122751,0.000122751
279,8618.41,0.45037,0.24945,0.82526,0.97804,0.93299,0.96461,0.85222,0.39781,0.22161,0.82752,0.000118035,0.000118035,0.000118035
280,8649.98,0.46078,0.25417,0.82384,0.98228,0.92952,0.96521,0.85441,0.39377,0.2195,0.82714,0.00011332,0.00011332,0.00011332
281,8680.89,0.46307,0.2498,0.82903,0.98203,0.9297,0.96344,0.85245,0.39191,0.21837,0.82684,0.000108604,0.000108604,0.000108604
282,8710.66,0.44144,0.24558,0.81927,0.98443,0.92784,0.96319,0.85149,0.38954,0.21793,0.82545,0.000103888,0.000103888,0.000103888
283,8741.34,0.45981,0.25373,0.82432,0.98192,0.92941,0.96237,0.85121,0.39292,0.21796,0.82614,9.91726e-05,9.91726e-05,9.91726e-05
284,8772.06,0.47315,0.25847,0.82209,0.97487,0.93599,0.9641,0.85327,0.39275,0.21691,0.82583,9.44569e-05,9.44569e-05,9.44569e-05
285,8803.99,0.44913,0.2462,0.81876,0.98189,0.92971,0.96304,0.8541,0.39,0.21642,0.82597,8.97412e-05,8.97412e-05,8.97412e-05
286,8833.92,0.44578,0.24635,0.82134,0.98279,0.93015,0.96286,0.85123,0.39017,0.21626,0.82485,8.50255e-05,8.50255e-05,8.50255e-05
287,8864.17,0.45103,0.24518,0.8228,0.98235,0.93038,0.963,0.85069,0.38904,0.2165,0.8247,8.03098e-05,8.03098e-05,8.03098e-05
288,8894.89,0.44534,0.24828,0.81999,0.98152,0.93063,0.96407,0.84953,0.39016,0.21761,0.82416,7.55941e-05,7.55941e-05,7.55941e-05
289,8925.51,0.45646,0.25545,0.82515,0.97945,0.93306,0.96449,0.85125,0.39048,0.21652,0.82416,7.08784e-05,7.08784e-05,7.08784e-05
290,8957.36,0.46626,0.25482,0.82202,0.9801,0.93025,0.96456,0.85191,0.38778,0.21684,0.82398,6.61627e-05,6.61627e-05,6.61627e-05
291,8992.03,0.44413,0.22866,0.81017,0.98273,0.93038,0.96406,0.84589,0.40323,0.22186,0.82617,6.1447e-05,6.1447e-05,6.1447e-05
292,9021.9,0.44458,0.22912,0.81143,0.97985,0.93343,0.96352,0.84237,0.41269,0.22607,0.82795,5.67313e-05,5.67313e-05,5.67313e-05
293,9053.22,0.42709,0.22335,0.80143,0.98209,0.9315,0.96302,0.84283,0.41262,0.2246,0.828,5.20156e-05,5.20156e-05,5.20156e-05
294,9083.17,0.42571,0.22413,0.80663,0.97947,0.93356,0.96361,0.84506,0.41234,0.22433,0.82776,4.72999e-05,4.72999e-05,4.72999e-05
295,9113.54,0.41766,0.22033,0.79976,0.97858,0.93401,0.96408,0.84536,0.40762,0.22415,0.82713,4.25842e-05,4.25842e-05,4.25842e-05
296,9143.72,0.42592,0.22522,0.8021,0.97927,0.93394,0.96309,0.84566,0.40688,0.22368,0.82655,3.78685e-05,3.78685e-05,3.78685e-05
297,9173.82,0.41171,0.21761,0.80125,0.98159,0.93345,0.96196,0.84759,0.40289,0.22399,0.82579,3.31528e-05,3.31528e-05,3.31528e-05
298,9204.03,0.40662,0.21454,0.80199,0.98133,0.93343,0.96224,0.8482,0.40322,0.22348,0.82541,2.84371e-05,2.84371e-05,2.84371e-05
299,9235.05,0.40665,0.21521,0.80002,0.98077,0.93309,0.96216,0.84966,0.40016,0.22258,0.82498,2.37214e-05,2.37214e-05,2.37214e-05
300,9265.22,0.40307,0.2152,0.79874,0.981,0.93164,0.96234,0.84727,0.39759,0.22092,0.8247,1.90057e-05,1.90057e-05,1.90057e-05
